name,district,locationCode,primaryAddressLine,stateCode,zip,accessibilityCode,accessibilityDescription,profile,website,boroughNumber,boroughName,phoneNumber,size,grades,campus,distance,networkCode,networkLead,networkLeadPhone,networkLeadEmail,rank,displayName,point/objectId1,point/objectId,point/x,point/y,point/schoolName,point/boroughNumber,point/locationCode,point/district,point/zip,point/neighborhood,point/shape,dUSInformation/locationCode,dUSInformation/schoolName,dUSInformation/borough,dUSInformation/highSchool/schoolDirectoryYear,dUSInformation/highSchool/stage,dUSInformation/highSchool/email,dUSInformation/highSchool/indepedentWebsite,dUSInformation/highSchool/schoolType,dUSInformation/highSchool/accessibility,dUSInformation/highSchool/eLLProgramsESL,dUSInformation/highSchool/interestAreas,dUSInformation/highSchool/selectionMethods,dUSInformation/middleSchool/schoolDirectoryYear,childhoodCenter/objectId,childhoodCenter/locationCode,childhoodCenter/borough,childhoodCenter/district,childhoodCenter/name,childhoodCenter/phone,childhoodCenter/address,childhoodCenter/zip,childhoodCenter/dayLength,childhoodCenter/sPCoordX,childhoodCenter/sPCoordY,childhoodCenter/pjAreaName,childhoodCenter/boroCode,childhoodCenter/bin,childhoodCenter/bbl,childhoodCenter/seats,childhoodCenter/email,childhoodCenter/prekType,isChildhoodCenter,dayLength,managedBy,seats,prekType,childhoodCenter/dchDcId,childhoodCenter/contract,childhoodCenter/webSite,childhoodCenter/taxId,childhoodCenter/pepApproved,optCode
Rainbow Christian Preschool,24,QATL,7201 43rd Avenue,NY,11377,,,,rainbowchristian.com,4,Queens,(718) 335-3361,0,PK,,0,,,,,100,Rainbow Christian Preschool (QATL),0,418,-8225667.2336,4974396.5798,Rainbow Christian Preschool,4,QATL,24,11377,Elmhurst - Maspeth,418,,,,,,,,,,,,,,470,QATL,Q,24,Rainbow Christian Preschool,(718) 335-3361,7201 43rd Avenue,11377,1,1014059,209714,Elmhurst - Maspeth,4,4437121,4013530001,76,rainbowchristianwoodside@gmail.com,NYCEEC,true,1,99,76,NYCEEC,DC2325,R0922,rainbowchristian.com,111674393,1,
Rainbow Day Care Center,22,KBRI,3846 Flatlands Avenue,NY,11234,,,,rainbowdaycarecenter.org,3,Brooklyn,(718) 377-2918,0,PK,,0,,,,,100,Rainbow Day Care Center (KBRI),0,1033,-8230690.4838,4956392.8711,Rainbow Day Care Center,3,KBRI,22,11234,Grgetwn -Marine Pk -Bergn Bch -Mill Basn,1033,,,,,,,,,,,,,,1192,KBRI,K,22,Rainbow Day Care Center,(718) 377-2918,3846 Flatlands Avenue,11234,1,1001586,165017,Grgetwn -Marine Pk -Bergn Bch -Mill Basn,3,3219249,3078580047,20,rainbowdaycarecenter@me.com,NYCEEC,true,1,99,20,NYCEEC,,,rainbowdaycarecenter.org,,,
Rainbow Rhymes Learning Center,11,XAPV,4041 Bruner Ave,NY,10466,,,,,2,Bronx,(718) 882-2388,0,PK,,0,,,,,100,Rainbow Rhymes Learning Center (XAPV),0,1181,-8220607.7558,4996260.9774,Rainbow Rhymes Learning Center,2,XAPV,11,10466,Woodlawn - Wakefield,1181,,,,,,,,,,,,,,1299,XAPV,X,11,Rainbow Rhymes Learning Center,(718) 882-2388,4041 Bruner Ave,10466,1,1026559,263889,Woodlawn - Wakefield,2,2067280,2049770051,18,rrlcbest@yahoo.com,NYCEEC,true,1,99,18,NYCEEC,,,,,1,
Rainbowland Nursery School,30,QAYU,3960 54th Street,NY,11377,,,,,4,Queens,(718) 899-7590,0,PK,,0,,,,,100,Rainbowland Nursery School (QAYU),0,420,-8227620.929,4975057.7131,Rainbowland Nursery School,4,QAYU,30,11377,Woodside,420,,,,,,,,,,,,,,445,QAYU,Q,30,Rainbowland Nursery School,(718) 899-7590,3960 54th Street,11377,1,1009194,211347,Woodside,4,4028427,4012380040,36,rainbowland@gmail.com,NYCEEC,true,1,99,36,NYCEEC,DC14458,R0922,,112892508,1,
Rainbowland Nursery School,30,QAYV,3311 77th Street,NY,11372,,,,,4,Queens,(718) 803-1728,0,PK,,0,,,,,100,Rainbowland Nursery School (QAYV),0,419,-8225370.5196,4976219.0013,Rainbowland Nursery School,4,QAYV,30,11372,Jackson Heights,419,,,,,,,,,,,,,,471,QAYV,Q,30,Rainbowland Nursery School,(718) 803-1728,3311 77th Street,11372,1,1014792,214233,Jackson Heights,4,4028769,4012500063,16,christine@rainbowlandschool.org,NYCEEC,true,1,99,16,NYCEEC,DC14386,R0922,,112892508,1,
Ralph A. Fabrizio School,20,K170,7109 6 AVENUE,NY,11209,,,http://schools.nyc.gov/SchoolPortals/20/K170/default.htm,,3,Brooklyn,718-748-0333,1046,"0K,01,02,03,04,05,SE",,0,N609,"Michael Dantona/RUIZ, JOSE",718-828-7776,mdanton2@schools.nyc.gov; JRUIZ2@schools.nyc.gov,100,Ralph A. Fabrizio School (K170),0,1273,-8239739.3512,4957984.4902,P.S. 170 LEXINGTON,3,K170,20,11209,Bay Ridge,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,20170
Ralph Hirschkorn Child Care Center,27,QAMT,310 Beach 20th Street,NY,11691,,,,,4,Queens,(718) 327-1141,0,PK,,0,,,,,100,Ralph Hirschkorn Child Care Center (QAMT),0,421,-8210259.629,4953235.0212,Ralph Hirschkorn Child Care Center,4,QAMT,27,11691,Far Rockaway - Bayswater,421,,,,,,,,,,,,,,472,QAMT,Q,27,Ralph Hirschkorn Child Care Center,(718) 327-1141,310 Beach 20th Street,11691,1,1052560,157261,Far Rockaway - Bayswater,4,4448978,4156360007,54,rhccclynn@hotmail.com,NYCEEC,true,1,99,54,NYCEEC,DC2326,ACS,,111808218,1,
Ralph R. McKee Career and Technical Education High School,31,R600,290 ST MARKS PLACE,NY,10301,,,http://schools.nyc.gov/SchoolPortals/31/R600/default.htm,,5,Staten Island,718-420-2600,639,"09,10,11,12,SE",,0,N405,"MEHMET, MICHAEL",718-935-4727,MMehmet@schools.nyc.gov,100,Ralph R. McKee Career and Technical Education High School (R600),0,2216,-8246481.843,4959827.1671,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,5,R600,31,10301,W New Brighton -New Brighton -St George,2216,R600,Ralph R. McKee Career and Technical Education High School,Staten Island,7634,Published,SHenry2@schools.nyc.gov,www.mckeecths.org,CTE School,Functionally Accessible,,Architecture|Computer Science &amp; Technology|Engineering|Visual Art &amp; Design,Ed. Opt.|Screened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,31511
"Raven's Early Childhood Center, Inc.",18,KBDN,1102 East 92nd Street,NY,11236,,,,ravensschool.org,3,Brooklyn,(718) 927-2316,0,PK,,0,,,,,100,"Raven's Early Childhood Center, Inc. (KBDN)",0,764,-8227216.9902,4959730.1807,"Raven's Early Childhood Center, Inc.",3,KBDN,18,11236,Canarsie,764,,,,,,,,,,,,,,959,KBDN,K,18,"Raven's Early Childhood Center, Inc.",(718) 927-2316,1102 East 92nd Street,11236,1,1010240,173314,Canarsie,3,3229538,3081790076,69,info@ravensschool.org,NYCEEC,true,1,99,69,NYCEEC,,,ravensschool.org,510437084,1,
Ravenswood,30,QBHW,35-32 21st Street,NY,11106,,,,queenslibrary.org,4,Queens,(718) 361-0253,0,PK,,0,,,,,100,Ravenswood (QBHW),0,1006,-8230557.0827,4977114.8524,Ravenswood,4,QBHW,30,11106,Queensbridge-Ravenswood-Long Island City,1006,,,,,,,,,,,,,,1174,QBHW,Q,30,Ravenswood,(718) 361-0253,35-32 21st Street,11106,1,1001882,216441,Queensbridge-Ravenswood-Long Island City,4,4430693,4003320002,36,colivo@queenslibrary.org,NYCEEC,true,1,99,36,NYCEEC,,,queenslibrary.org,,,
Reach One to Teach One,10,XAXA,5480 Broadway,NY,10463,,,,reachonetoteachone.org,2,Bronx,(718) 220-8406,0,PK,,0,,,,,100,Reach One to Teach One (XAXA),0,825,-8227263.4552,4994077.4818,Reach One to Teach One,2,XAXA,10,10463,Marble Hill - Inwood,825,,,,,,,,,,,,,,1024,XAXA,X,10,Reach One to Teach One,(718) 220-8406,5480 Broadway,10463,1,1010033,258463,Marble Hill - Inwood,2,1082781,1022150116,38,reachonetoteachoneelc@gmail.com,NYCEEC,true,1,99,38,NYCEEC,,,reachonetoteachone.org,463520856,1,
Ready Set Learn,9,XAHA,3480 Third Avenue,NY,10456,,,,RSLCC.COM,2,Bronx,(718) 484-8777,0,PK,,0.927828098033922,,,,,100,Ready Set Learn (XAHA),422,422,-8227176.6677,4987304.8118,Ready Set Learn,2,XAHA,9,10456,Claremont - Bathgate,422,,,,,,,,,,,,,,473,XAHA,X,9,Ready Set Learn,(718) 484-8777,3480 Third Avenue,10456,1,1010267,241697,Claremont - Bathgate,2,2115273,2026090115,72,kelleycandice14@gmail.com,NYCEEC,true,1,99,72,NYCEEC,DC21623,R0968,RSLCC.COM,462925434,1,
"Ready, Set, Grow Child Center, LLC.",25,QAUE,13616 31st Road,NY,11354,,,,readysetgrowccc.com,4,Queens,(718) 888-7871,0,PK,,0,,,,,100,"Ready, Set, Grow Child Center, LLC. (QAUE)",0,423,-8218934.2614,4978382.8005,"Ready, Set, Grow Child Center, LLC.",4,QAUE,25,11354,Flushing,423,,,,,,,,,,,,,,474,QAUE,Q,25,"Ready, Set, Grow Child Center, LLC.",(718) 888-7871,13616 31st Road,11354,1,1030800,219622,Flushing,4,4308655,4044097501,40,readysetgrowccc@yahoo.com,NYCEEC,true,1,99,40,NYCEEC,DC21750,R0819,readysetgrowccc.com,562342858,1,
Recreation Rooms and Settlement Starrett Early Learning,19,KBPL,1325 Pennsylvania Avenue,NY,11239,,,,,3,Brooklyn,(718) 642-8724,0,PK,,0,,,,,100,Recreation Rooms and Settlement Starrett Early Learning (KBPL),0,80,-8224499.4802,4960648.501,Recreation Rooms and Settlement Starrett Early Learning,3,KBPL,19,11239,Starrett City,80,,,,,,,,,,,,,,86,KBPL,K,19,Recreation Rooms and Settlement Starrett Early Learning,(718) 642-8724,1325 Pennsylvania Avenue,11239,1,1017012,175603,Starrett City,3,3343596,3044520085,40,ssippy@aol.com,NYCEEC,true,1,99,40,NYCEEC,DC470,R0922,,112463137,1,
Recreation Rooms and Settlement Starrett Early Learning,19,KBPJ,125 Schrooeders Avenue,NY,11239,,,,,3,Brooklyn,(718) 642-8724,0,PK,,0,,,,,100,Recreation Rooms and Settlement Starrett Early Learning (KBPJ),0,79,-8224392.0252,4960597.0705,Recreation Rooms and Settlement Starrett Early Learning,3,KBPJ,19,11239,Starrett City,79,,,,,,,,,,,,,,85,KBPJ,K,19,Recreation Rooms and Settlement Starrett Early Learning,(718) 642-8724,125 Schrooeders Avenue,11239,1,1017280,175475,Starrett City,3,3343597,3044520085,20,ssippy@aol.com,NYCEEC,true,1,99,20,NYCEEC,DC469,R0922,,112463137,1,
"Red Hat Day Care Center, Inc.",21,KBQI,1317 East 15th Street,NY,11230,,,,redhatdaycare.com,3,Brooklyn,(718) 336-1480,0,PK,,0,,,,,100,"Red Hat Day Care Center, Inc. (KBQI)",0,424,-8233163.3034,4956091.1356,"Red Hat Day Care Center, Inc.",3,KBQI,21,11230,Midwood,424,,,,,,,,,,,,,,475,KBQI,K,21,"Red Hat Day Care Center, Inc.",(718) 336-1480,1317 East 15th Street,11230,1,995420,164264,Midwood,3,3180962,3067440082,29,daycareredhat@yahoo.com,NYCEEC,true,1,99,29,NYCEEC,DC471,R0968,redhatdaycare.com,112581300,1,
Red Hook Neighborhood School,15,K676,27 HUNTINGTON STREET,NY,11231,,,http://schools.nyc.gov/SchoolPortals/15/K676/default.htm,,3,Brooklyn,718-330-2238,211,"PK,0K,01,02,03,04,05,SE",,0,N605,"Gigoux, Lisa",718-648-0209,LGigoux@schools.nyc.gov,100,Red Hook Neighborhood School (K676),0,2621,-8238193.3636,4964942.3491,RED HOOK NEIGHBORHOOD SCHOOL,3,K676,15,11231,Carroll Grdns - Columbia - Red Hook,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,15676
Redeemer Lutheran Church and Nursery School,29,QAXV,9210 217th Street,NY,11428,,,,redeemerqv.org,4,Queens,(718) 465-3252,0,PK,,0,,,,,100,Redeemer Lutheran Church and Nursery School (QAXV),0,425,-8208932.3967,4971486.2037,Redeemer Lutheran Church and Nursery School,4,QAXV,29,11428,Queens Village,425,,,,,,,,,,,,,,476,QAXV,Q,29,Redeemer Lutheran Church and Nursery School,(718) 465-3252,9210 217th Street,11428,1,1055738,202583,Queens Village,4,4227031,4106330001,51,redeemernurseryschool@gmail.com,NYCEEC,true,1,99,51,NYCEEC,DC2757,R0819,redeemerqv.org,111984845,1,
Redeemer Lutheran School,24,QARX,6926 Cooper Avenue,NY,11385,,,,redeemerLutheranschool.org,4,Queens,(718) 821-6670,0,PK,,0,,,,,100,Redeemer Lutheran School (QARX),0,796,-8224444.2904,4968372.9052,Redeemer Lutheran School,4,QARX,24,11385,Glendale,796,,,,,,,,,,,,,,993,QARX,Q,24,Redeemer Lutheran School,(718) 821-6670,6926 Cooper Avenue,11385,2,1017123,194776,Glendale,4,4090409,4037070016,36,redluthglen@aol.com,NYCEEC,true,2,99,36,NYCEEC,,,redeemerLutheranschool.org,111666234,1,
Redeemer St. John's Nursery School,20,KCPO,939 83 Street,NY,11228,,,,,3,Brooklyn,(718) 833-7700,0,PK,,0,,,,,100,Redeemer St. John's Nursery School (KCPO),0,1138,-8239769.2284,4956482.9111,Redeemer St. John's Nursery School,3,KCPO,20,11228,Dyker Heights,1138,,,,,,,,,,,,,,1256,KCPO,K,20,Redeemer St. John's Nursery School,(718) 833-7700,939 83 Street,11228,1,978945,165235,Dyker Heights,3,3330938,3060110040,18,rsjnursery@gmail.com,NYCEEC,true,1,99,18,NYCEEC,,,,,,
Redwood Middle School,28,Q332,133-25 GUY R BREWER BOULEVARD,NY,11434,,,http://schools.nyc.gov/SchoolPortals/28/Q332/default.htm,,4,Queens,718-276-4540,199,"06,07,08,SE",,0,N112,"Pelles, Kathy",718-923-5102,KRehfield@schools.nyc.gov,100,Redwood Middle School (Q332),0,3022,-8212664.2412,4964508.0398,wood Middle School,4,Q332,28,11434,Springfield Gardens North,3022,Q332,Redwood Middle School,Queens,,,,,,,,,,7517,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,28332
Regent School,11,XACR,719 East 216 Street,NY,10467,,,,,2,Bronx,(718) 653-2900,0,PK,,0,,,,,100,Regent School (XACR),0,1142,-8222396.2525,4994856.5388,Regent School,2,XACR,11,10467,Williamsbridge - Olinville,1142,,,,,,,,,,,,,,1260,XACR,X,11,Regent School,(718) 653-2900,719 East 216 Street,10467,1,1022122,260407,Williamsbridge - Olinville,2,2057946,2046640039,18,dteshuva@amcearlylearn.com,NYCEEC,true,1,99,18,NYCEEC,,,,,,
Rego Park Day School,28,QAWM,6344 Wetherole Street,NY,11374,,,,,4,Queens,(718) 897-0693,0,PK,,0.746737797545955,,,,,100,Rego Park Day School (QAWM),658,658,-8222556.5693,4972322.5447,Rego Park Day School,4,QAWM,28,11374,Rego Park,658,,,,,,,,,,,,,,748,QAWM,Q,28,Rego Park Day School,(718) 897-0693,6344 Wetherole Street,11374,1,1021810,204581,Rego Park,4,4072454,4030940032,54,mjoseph481@aol.com,NYCEEC,true,1,99,54,NYCEEC,,R0882,,132899931,1,
"Rena Child Care Centers, Inc.",6,MAQR,639 Edgecombe Avenue,NY,10032,,,,,1,Manhattan,(212) 795-3700,0,PK,,0,,,,,100,"Rena Child Care Centers, Inc. (MAQR)",0,426,-8230599.6353,4988443.1429,"Rena Child Care Centers, Inc.",1,MAQR,6,10032,Washington Heights South,426,,,,,,,,,,,,,,477,MAQR,M,6,"Rena Child Care Centers, Inc.",(212) 795-3700,639 Edgecombe Avenue,10032,1,1001756,244508,Washington Heights South,1,1062652,1021110058,87,renafdc2@aol.com,NYCEEC,true,1,99,87,NYCEEC,DC3034,ACS,,132724410,1,
Renaissance Charter High School for Innovation,04,M433,410 EAST 100 STREET,NY,10029,,,http://schools.nyc.gov/SchoolPortals/04/M433/default.htm,,1,Manhattan,212-722-5871,0,"09,10,11,12",,0,,,,,100,Renaissance Charter High School for Innovation (M433),0,2791,-8231203.2965,4980711.4075,Renaissance Charter High School for Innovation,1,M433,4,10029,East Harlem South,2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,04433
Renaissance Charter School,30,Q705,35-59 81ST STREET,NY,11372,,,http://schools.nyc.gov/SchoolPortals/30/Q705/default.htm,,4,Queens,718-803-0060,0,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12",,0,,,,,100,Renaissance Charter School (Q705),0,2147,-8224840.5158,4975522.3657,"RENAISSANCE CHARTER SCHOOL, THE",4,Q705,30,11372,Jackson Heights,2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,2,18,CHARTER,,,,,,30885
Renaissance High School for Musical Theater & Technology,08,X293,3000 EAST TREMONT AVENUE,NY,10461,,,http://schools.nyc.gov/SchoolPortals/08/X293/default.htm,,2,Bronx,718-430-6390,434,"09,10,11,12,SE",,0,N402,"JIMENEZ, CRISTINA",347-371-0672,MJimenez5@schools.nyc.gov,100,Renaissance High School for Musical Theater & Technology (X293),0,2416,-8219740.3511,4988846.5967,RENAISSANCE HIGH SCHOOL OF MUSICAL THEATER & TECHN,2,X293,8,10461,Schuylerville - Throgs Nk - Edgewater Pk,2416,X293,Renaissance High School for Musical Theater & Technology,Bronx,7718,Published,mherrer2@schools.nyc.gov,www.Renaissancemtt.org,,Functionally Accessible,,Performing Arts,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,08564
Renaissance School of the Arts,04,M377,319 EAST 117 STREET,NY,10035,,,http://schools.nyc.gov/SchoolPortals/04/M377/default.htm,,1,Manhattan,212-534-6072,162,"06,07,08,SE",,0,N536,"BEIRNE, GERARD/HAYES, NIOBE",212-920-7636,GBeirne@schools.nyc.gov; NHayes2@schools.nyc.gov,100,Renaissance School of the Arts (M377),0,1781,-8230531.3171,4982503.2248,RENAISSANCE SCHOOL OF THE ARTS,1,M377,4,10035,East Harlem North,1781,M377,Renaissance School of the Arts,Manhattan,,,,,,,,,,7246,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,04377
Renanim Day Care,28,QBGH,14129 84th Drive,NY,11435,,,,Renanimpreschool.com,4,Queens,(718) 206-4400,0,PK,,0,,,,,100,Renanim Day Care (QBGH),0,427,-8217147.7002,4969771.941,Renanim Day Care,4,QBGH,28,11435,Briarwood - Jamaica Hill,427,,,,,,,,,,,,,,478,QBGH,Q,28,Renanim Day Care,(718) 206-4400,14129 84th Drive,11435,1,1035290,198279,Briarwood - Jamaica Hill,4,4539450,4097130150,33,renanimbriarwood@gmail.com,NYCEEC,true,1,99,33,NYCEEC,DC22875,R0968,Renanimpreschool.com,133777263,1,
Renanim Manhattan,2,MBGR,336 East 61st Street,NY,10065,,,,Renanimpreschool.com,1,Manhattan,(212) 371-7233,0,PK,,0,,,,,100,Renanim Manhattan (MBGR),0,591,-8233392.8592,4977155.0557,Renanim Manhattan,1,MBGR,2,10065,Lenox Hill - Roosevelt Island,591,,,,,,,,,,,,,,744,MBGR,M,2,Renanim Manhattan,(212) 371-7233,336 East 61st Street,10065,1,994825,216537,Lenox Hill - Roosevelt Island,1,1044214,1014350033,16,anitalazbin@gmail.com,NYCEEC,true,1,99,16,NYCEEC,DC2765,New,Renanimpreschool.com,133777263,1,
Repertory Company High School for Theatre Arts,02,M531,123 WEST  43 STREET,NY,10036,,,http://schools.nyc.gov/SchoolPortals/02/M531/default.htm,,1,Manhattan,212-382-1875,244,"09,10,11,12,SE",,0,N405,"MEHMET, MICHAEL",718-935-4727,MMehmet@schools.nyc.gov,100,Repertory Company High School for Theatre Arts (M531),0,1830,-8235906.2896,4976426.8854,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,1,M531,2,10036,Midtown - Midtown South,1830,M531,Repertory Company High School for Theatre Arts,Manhattan,7603,Published,murena4@schools.nyc.gov,www.repertorycompanyhs.org,,Functionally Accessible,,Performing Arts,Audition,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,02452
Research and Service High School,16,K669,1700 FULTON STREET,NY,11213,,,http://schools.nyc.gov/SchoolPortals/16/K669/default.htm,,3,Brooklyn,718-804-6800,226,"09,10,11,12,SE",,0,N402,"JIMENEZ, CRISTINA",347-371-0672,MJimenez5@schools.nyc.gov,100,Research and Service High School (K669),0,2979,-8230085.1986,4965098.9866,Research and Service High School,3,K669,16,11213,Crown Heights North,2979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,16669
Richard H. Mangum Early Learning Center,9,XAIQ,383 E. 162nd Street,NY,10451,,,,hacfs.org,2,Bronx,(718) 590-0673,0,PK,,0,,,,,100,Richard H. Mangum Early Learning Center (XAIQ),0,642,-8228053.407,4986573.7571,Richard H. Mangum Early Learning Center,2,XAIQ,9,10451,Morrisania - Melrose,642,,,,,,,,,,,,,,835,XAIQ,X,9,Richard H. Mangum Early Learning Center,(718) 590-0673,383 E. 162nd Street,10451,1,1008089,239884,Morrisania - Melrose,2,2117426,2024080041,18,paulinomarisol@gmail.com,NYCEEC,true,1,99,18,NYCEEC,,ACS,hacfs.org,132724492,1,
Richard R. Green High School of Teaching,02,M580,7 BEAVER STREET,NY,10004,,,http://schools.nyc.gov/SchoolPortals/02/M580/default.htm,,1,Manhattan,646-826-8174,501,"09,10,11,12,SE",,0,N611,"Hernandez, Roberto/RUIZ, JOSE",718-828-7776,RHernandez@schools.nyc.gov; JRUIZ2@schools.nyc.gov,100,Richard R. Green High School of Teaching (M580),0,1844,-8239086.639,4969019.9951,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,1,M580,2,10128,Battery Park City - Lower Manhattan,1844,M580,Richard R. Green High School of Teaching,Manhattan,7593,Published,npugh@schools.nyc.gov,http://schools.nyc.gov/SchoolPortals/02/M580/default.htm,,Functionally Accessible,,Humanities &amp; Interdisciplinary|Teaching,Ed. Opt.,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,02524
Richmond Hill Children's Center,31,RAGH,"501 Richmond Hill Road,",NY,10314,,,,rhccny.com,5,Staten Island,(718) 494-7422,0,PK,,0,,,,,100,Richmond Hill Children's Center (RAGH),0,74,-8254679.5869,4950766.0914,Richmond Hill Children's Center,5,RAGH,31,10314,TodtHll-EmersonHl-HrtlndVillg-LighthseHl,74,,,,,,,,,,,,,,81,RAGH,R,31,Richmond Hill Children's Center,(718) 494-7422,"501 Richmond Hill Road,",10314,1,941737,151066,TodtHll-EmersonHl-HrtlndVillg-LighthseHl,5,5038942,5023910030,51,rhcc@verizon.net,NYCEEC,true,1,99,51,NYCEEC,DC12232,R0968,rhccny.com,200452846,1,
"Richmond Hill Day Care, Inc.",27,QAMN,11524 Myrtle Avenue,NY,11418,,,,,4,Queens,(718) 441-8191,0,PK,,0,,,,,100,"Richmond Hill Day Care, Inc. (QAMN)",0,428,-8219164.7974,4968206.4782,"Richmond Hill Day Care, Inc.",4,QAMN,27,11418,Richmond Hill,428,,,,,,,,,,,,,,479,QAMN,Q,27,"Richmond Hill Day Care, Inc.",(718) 441-8191,11524 Myrtle Avenue,11418,1,1030274,194385,Richmond Hill,4,4192718,4092290008,20,richhilldc@gmail.com,NYCEEC,true,1,99,20,NYCEEC,DC21978,R0922,,452123773,1,
Richmond Hill High School,27,Q475,89-30 114 STREET,NY,11418,,,http://schools.nyc.gov/SchoolPortals/27/Q475/default.htm,,4,Queens,718-846-3335,1924,"09,10,11,12,SE",,0,N201,"Zaza, Joseph",718-281-7520,JZaza@schools.nyc.gov,100,Richmond Hill High School (Q475),0,2849,-8219154.6683,4967482.2884,RICHMOND HILL HIGH SCHOOL,4,Q475,27,11418,Richmond Hill,2849,Q475,Richmond Hill High School,Queens,7667,Published,contact@richmondhillhs.org,www.richmondhillhs.org,,Not Functionally Accessible,,Humanities &amp; Interdisciplinary|Law &amp; Government|Zoned,Ed. Opt.|Screened|Zoned Priority,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,27529
Ring Around the Rosie,20,KBZG,7106 13th Avenue,NY,11228,,,,,3,Brooklyn,(718) 492-7464,0,PK,,0,,,,,100,Ring Around the Rosie (KBZG),0,430,-8238244.4918,4956820.9843,Ring Around the Rosie,3,KBZG,20,11228,Dyker Heights,430,,,,,,,,,,,,,,72,KBZG,K,20,Ring Around the Rosie,(718) 492-7464,7106 13th Avenue,11228,1,982748,166075,Dyker Heights,3,3157620,3061770040,15,ring7104@verizon.net,NYCEEC,true,1,99,15,NYCEEC,DC18142,R0819,,113594821,1,
Ring Around the Rosie,20,KBPV,7104 13th Avenue,NY,11228,,,,,3,Brooklyn,(718) 492-7464,0,PK,,0,,,,,100,Ring Around the Rosie (KBPV),0,429,-8238238.643,4956827.434,Ring Around the Rosie,3,KBPV,20,11228,Dyker Heights,429,,,,,,,,,,,,,,446,KBPV,K,20,Ring Around the Rosie,(718) 492-7464,7104 13th Avenue,11228,1,982762,166091,Dyker Heights,3,3157619,3061770039,60,ring7104@verizon.net,NYCEEC,true,1,99,60,NYCEEC,DC1907,R0819,,113594821,1,
Rising Stars Islamic School (LCNA),28,QBHK,166-26 89 Avenue,NY,11432,,,,,4,Queens,(646) 243-5895,0,PK,,0,,,,,100,Rising Stars Islamic School (LCNA) (QBHK),0,869,-8214750.1217,4969402.4446,Rising Stars Islamic School (LCNA),4,QBHK,28,11432,Jamaica,869,,,,,,,,,,,,,,1056,QBHK,Q,28,Rising Stars Islamic School (LCNA),(646) 243-5895,166-26 89 Avenue,11432,1,1041264,197375,Jamaica,4,4209637,4097980036,18,fauziakhondker@gmail.com,NYCEEC,true,1,99,18,NYCEEC,,,,,,
River East Elementary,04,M037,508 EAST 120 STREET,NY,10035,,,http://schools.nyc.gov/SchoolPortals/04/M037/default.htm,,1,Manhattan,212-348-2208,201,"PK,0K,01,02,03,04,05,SE",,0,N408,"YOUNG, LUCIUS",718-631-6946,LYoung22@schools.nyc.gov,100,River East Elementary (M037),0,1616,-8229896.8972,4982452.0864,RIVER EAST ELEMENTARY,1,M037,4,10035,East Harlem North,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,18,DOE,,,,,,04404
River Park Nursery School,3,MBKK,711 Amsterdam Avenue,NY,10025,,,,,1,Manhattan,(212) 663-1205,0,PK,,0,,,,,100,River Park Nursery School (MBKK),0,14,-8234399.9039,4981836.2808,River Park Nursery School,1,MBKK,3,10025,Upper West Side,14,,,,,,,,,,,,,,14,MBKK,M,3,River Park Nursery School,(212) 663-1205,711 Amsterdam Avenue,10025,1,992315,228138,Upper West Side,1,1032551,1012250001,18,riverparkns@verizon.net,NYCEEC,true,1,99,18,NYCEEC,,,,,,
Riverdale / Kingsbridge Academy (Middle School / High School 141),10,X141,660 WEST 237 STREET,NY,10463,,,http://schools.nyc.gov/SchoolPortals/10/X141/default.htm,,2,Bronx,718-796-8516,1393,"06,07,08,09,10,11,12,SE",,0,N411,"GROLL, CHRISTOP/Alcoff, Michael",718-935-3074,CGroll@schools.nyc.gov; MAlcoff@schools.nyc.gov,100,Riverdale / Kingsbridge Academy (Middle School / High School 141) (X141),0,2326,-8228021.2061,4995827.7699,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,2,X141,10,10463,North Riverdale - Fieldston - Riverdale,2326,X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Bronx,7527,Published,jprince4@schools.nyc.gov,www.rka141.org,,Functionally Accessible,,Humanities &amp; Interdisciplinary,Screened,7411,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,10141
